,Date,TotalChla,0,Prediction
380,2014-03-25,10.472686534701008,,
381,2014-04-08,6.185078760887673,,
382,2014-04-22,7.827683502625718,,
383,2014-05-06,8.185638440977531,,
384,2014-05-20,5.855708014235108,,
385,2014-06-03,9.04649644398049,,
386,2014-06-17,10.938277548192456,,
387,2014-07-01,20.90387864576844,,
388,2014-07-15,16.209394241889274,,
389,2014-07-29,20.18300513856358,,
390,2014-08-12,26.62217361040469,,
391,2014-08-26,18.20620265223051,,
392,2014-09-09,4.9374918852394885,,
393,2014-09-23,13.174624380476471,,
394,2014-10-07,17.002520671086124,,
395,2014-10-21,10.315443153635506,,
396,2014-11-04,7.3682911592574465,,
397,2014-11-18,5.02767077614711,,
398,2014-12-02,6.180252799726449,,
399,2014-12-16,11.0145124903705,,
400,2014-12-30,19.2617419706416,,
401,2015-01-13,27.508971450912696,,
402,2015-01-27,24.084412565294247,,
403,2015-02-10,18.71455561869421,,
404,2015-02-24,13.23988319547133,,
405,2015-03-10,9.062788823818655,,
406,2015-03-24,23.57101071737433,,
407,2015-04-07,18.88629608301886,,
408,2015-04-21,11.147660539114288,,
409,2015-05-05,6.124761908860116,,
410,2015-05-19,6.167200507844237,,
411,2015-06-02,7.620352046757585,,
412,2015-06-16,8.709606608877767,,
413,2015-06-30,8.19770661625076,,
414,2015-07-14,7.039751195273367,,
415,2015-07-28,6.65067953473643,,
416,2015-08-11,7.814022341800241,,
417,2015-08-25,9.425111956597876,,
418,2015-09-08,9.518563339744343,,
419,2015-09-22,10.000133337679976,,
420,2015-10-06,12.410607662149452,,
421,2015-10-20,17.82333497829718,,
422,2015-11-03,25.591468314116117,,
423,2015-11-17,35.08326292548873,,
424,2015-12-01,32.59328753105839,,
425,2015-12-15,31.15175204433067,,
426,2015-12-29,30.758656465305577,,
427,2016-01-12,30.365560886280484,,
428,2016-01-26,29.963741619921592,,
429,2016-02-23,36.07912993597611,,
430,2016-03-08,50.33158379710727,,
431,2016-03-22,44.658001774523,,
432,2016-04-05,12.195966757018349,,
433,2016-04-19,4.739110300921691,,
434,2016-05-03,4.971900938458395,,
435,2016-05-17,6.533060286979566,,
436,2016-05-31,7.859111533833825,,
437,2016-06-14,7.9633956687058305,,
438,2016-06-28,7.763125552127354,,
439,2016-07-12,8.738331008286398,,
440,2016-07-26,10.717305392690191,,
441,2016-08-09,8.985185664318164,,
442,2016-08-23,5.20522068904778,,
443,2016-09-06,3.450236721532123,,
444,2016-09-20,8.884332031554269,,
445,2016-10-04,12.853884947650762,,
446,2016-10-18,15.62979938101107,,
447,2016-11-01,6.677345373716936,,
448,2016-11-15,11.818798696510791,,
449,2016-11-29,10.790862627253258,,
450,2016-12-13,10.487181954068566,,
451,2016-12-27,7.999853934653672,,
452,2017-01-10,5.512525915238776,,
453,2017-01-24,9.513300836983287,,
454,2017-02-07,12.970136819079846,,
455,2017-02-21,9.355766585753004,,
456,2017-03-07,5.938925329014971,,
457,2017-03-21,4.984674144191447,,
458,2017-04-04,2.981980857681346,,
459,2017-04-18,5.142979661311437,,
460,2017-05-02,5.725036549485902,,
461,2017-05-16,5.664098625334246,,
462,2017-05-30,7.316519940923193,,
463,2017-06-13,10.764334398503395,,
464,2017-06-27,10.9369113744394,,
465,2017-07-11,8.395324681487331,,
466,2017-07-25,10.00470159840626,,
467,2017-08-08,9.560542964049263,,
468,2017-08-22,10.67745811894015,,
469,2017-09-05,10.487303821126444,,
470,2017-09-19,11.6529643888621,,
471,2017-10-03,10.682922006737837,,
472,2017-10-17,11.200395987759888,,
473,2017-10-31,5.491488610427565,,
0,,,23.26885986328125,
1,,,14.042057991027832,
2,,,10.170746803283691,
3,,,10.889046669006348,
4,,,4.820025444030762,
5,,,3.7584831714630127,
6,,,9.227093696594238,
7,,,7.795943260192871,
8,,,5.364810466766357,
9,,,5.94818115234375,
10,,,5.085679054260254,
11,,,4.806509971618652,
12,,,5.866851806640625,
13,,,7.2312211990356445,
14,,,8.380033493041992,
15,,,14.686713218688965,
16,,,24.235586166381836,
17,,,30.879146575927734,
18,,,33.25868225097656,
19,,,31.811866760253906,
20,,,29.157926559448242,
21,,,27.95957374572754,
22,,,28.29905128479004,
23,,,39.64429473876953,
24,,,56.01422882080078,
25,,,41.734413146972656,
26,,,20.077211380004883,
27,,,17.646711349487305,
28,,,3.973314046859741,
29,,,-0.0,
30,,,5.669350624084473,
31,,,9.799407005310059,
32,,,11.784926414489746,
33,,,14.265714645385742,
34,,,12.422938346862793,
35,,,8.05417537689209,
36,,,4.5235161781311035,
37,,,5.101144790649414,
38,,,6.897930145263672,
39,,,9.746167182922363,
40,,,17.15703010559082,
41,,,11.964024543762207,
42,,,8.465588569641113,
43,,,9.990172386169434,
44,,,10.371356964111328,
45,,,8.047137260437012,
46,,,4.457672119140625,
47,,,8.905461311340332,
48,,,16.068925857543945,
49,,,9.625290870666504,
50,,,5.6496782302856445,
51,,,6.049408912658691,
52,,,3.170677900314331,
53,,,3.556960344314575,
54,,,7.939651966094971,
55,,,7.691316604614258,
56,,,8.348902702331543,
57,,,11.016190528869629,
58,,,12.494403839111328,
59,,,10.611495971679688,
60,,,8.635079383850098,
61,,,9.51391887664795,
62,,,11.462248802185059,
63,,,11.279692649841309,
64,,,11.478601455688477,
65,,,11.258222579956055,
66,,,12.166799545288086,
67,,,6.806196212768555,
0,,,,23.26885986328125
1,,,,14.042057991027832
2,,,,10.170746803283691
3,,,,10.889046669006348
4,,,,4.820025444030762
5,,,,3.7584831714630127
6,,,,9.227093696594238
7,,,,7.795943260192871
8,,,,5.364810466766357
9,,,,5.94818115234375
10,,,,5.085679054260254
11,,,,4.806509971618652
12,,,,5.866851806640625
13,,,,7.2312211990356445
14,,,,8.380033493041992
15,,,,14.686713218688965
16,,,,24.235586166381836
17,,,,30.879146575927734
18,,,,33.25868225097656
19,,,,31.811866760253906
20,,,,29.157926559448242
21,,,,27.95957374572754
22,,,,28.29905128479004
23,,,,39.64429473876953
24,,,,56.01422882080078
25,,,,41.734413146972656
26,,,,20.077211380004883
27,,,,17.646711349487305
28,,,,3.973314046859741
29,,,,-0.0
30,,,,5.669350624084473
31,,,,9.799407005310059
32,,,,11.784926414489746
33,,,,14.265714645385742
34,,,,12.422938346862793
35,,,,8.05417537689209
36,,,,4.5235161781311035
37,,,,5.101144790649414
38,,,,6.897930145263672
39,,,,9.746167182922363
40,,,,17.15703010559082
41,,,,11.964024543762207
42,,,,8.465588569641113
43,,,,9.990172386169434
44,,,,10.371356964111328
45,,,,8.047137260437012
46,,,,4.457672119140625
47,,,,8.905461311340332
48,,,,16.068925857543945
49,,,,9.625290870666504
50,,,,5.6496782302856445
51,,,,6.049408912658691
52,,,,3.170677900314331
53,,,,3.556960344314575
54,,,,7.939651966094971
55,,,,7.691316604614258
56,,,,8.348902702331543
57,,,,11.016190528869629
58,,,,12.494403839111328
59,,,,10.611495971679688
60,,,,8.635079383850098
61,,,,9.51391887664795
62,,,,11.462248802185059
63,,,,11.279692649841309
64,,,,11.478601455688477
65,,,,11.258222579956055
66,,,,12.166799545288086
67,,,,6.806196212768555
